order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
81,4833.0,2025-04-08,71.0,5,374.17,1870.85,Pending,
82,2625.0,2024-10-26,251.0,4,285.01,1140.04,Completed,2025-01-14
83,5362.0,2023-09-21,181.0,2,309.57,619.14,Pending,
84,5955.0,2020-11-26,454.0,1,233.4,233.4,Completed,2024-10-06
85,8811.0,2022-11-14,394.0,3,62.33,186.99,Completed,2024-01-13
86,781.0,2022-05-09,7.0,7,9.78,68.46,Completed,2023-01-28
87,3943.0,2020-06-05,165.0,3,336.89,1010.67,Completed,2020-06-10
88,3120.0,2023-01-17,343.0,3,395.33,1185.99,Completed,2024-02-25
89,7486.0,2022-04-18,170.0,10,56.05,560.5,Completed,2025-07-04
90,2320.0,2020-05-03,435.0,10,54.78,547.8,Completed,2024-10-12
91,3623.0,2024-09-24,64.0,7,277.44,1942.08,Completed,2025-05-23
92,5007.0,2022-10-15,5.0,4,386.87,1547.48,Completed,2024-05-07
93,4141.0,2020-03-18,33.0,7,49.32,345.24,Completed,2025-06-01
94,71.0,2023-03-23,16.0,5,356.01,1780.05,Completed,2023-04-20
95,1636.0,2021-01-24,169.0,8,186.21,1489.68,Completed,2023-05-19
96,2785.0,2020-01-15,265.0,10,62.67,626.7,Pending,
97,5877.0,2023-07-25,4.0,1,296.12,296.12,Cancelled,
98,6684.0,2024-08-29,316.0,2,330.21,660.42,Completed,2024-10-30
99,5406.0,2021-10-27,429.0,6,170.75,1024.5,Completed,2025-09-22
100,2665.0,2020-07-15,69.0,6,228.93,1373.58,Completed,2023-02-03
101,7292.0,2023-05-30,326.0,4,160.68,642.72,Completed,2023-07-27
102,5015.0,2024-07-15,255.0,3,422.6,1267.8,Completed,2025-02-03
103,9762.0,2020-07-10,187.0,2,43.69,87.38,Completed,2024-11-15
104,2608.0,2023-08-22,419.0,6,230.41,1382.46,Completed,2024-02-23
105,7586.0,2021-12-26,229.0,7,22.97,160.79,Pending,
106,7294.0,2025-12-17,142.0,10,13.31,133.1,Completed,2025-12-21
107,5878.0,2025-12-25,411.0,9,8.11,72.99,Completed,2025-12-28
108,1929.0,2024-11-03,429.0,2,360.68,721.36,Completed,2025-04-10
109,2151.0,2022-06-20,92.0,6,430.99,2585.94,Completed,2024-02-14
110,5972.0,2022-01-11,306.0,1,150.06,150.06,Completed,2025-03-10
111,6665.0,2023-08-08,227.0,8,225.69,1805.52,Completed,2025-12-28
112,1447.0,2022-02-10,55.0,8,445.3,3562.4,Completed,2023-05-13
113,301.0,2023-06-05,363.0,6,213.14,1278.84,Cancelled,
114,7245.0,2022-10-21,448.0,6,346.34,2078.04,Completed,2023-04-18
115,6375.0,2023-12-31,1.0,9,258.85,2329.65,Completed,2024-02-08
116,1787.0,2023-11-28,450.0,3,85.78,257.34,Completed,2024-06-21
117,6209.0,2025-11-06,364.0,10,350.7,3507.0,Pending,
118,8422.0,2023-01-20,101.0,8,197.52,1580.16,Completed,2023-10-13
119,8317.0,2025-10-15,326.0,10,279.76,2797.6,Completed,2025-12-17
120,4601.0,2021-03-09,200.0,2,337.73,675.46,Completed,2024-05-23
121,9901.0,2025-05-16,387.0,10,398.32,3983.2,Completed,2025-06-17
122,7644.0,2023-09-06,54.0,7,421.09,2947.63,Completed,2024-04-18
123,3462.0,2025-06-12,267.0,9,397.46,3577.14,Completed,2025-07-19
124,8411.0,2025-09-28,188.0,7,233.08,1631.56,Completed,2025-10-31
125,3848.0,2025-03-29,497.0,7,315.02,2205.14,Pending,
126,9314.0,2020-01-17,5.0,8,110.56,884.48,Completed,2023-05-18
127,4534.0,2025-03-09,161.0,5,391.95,1959.75,Completed,2025-05-04
128,709.0,2024-07-08,232.0,10,408.0,4080.0,Completed,2025-09-17
129,2220.0,2023-11-07,198.0,5,296.12,1480.6,Completed,2025-02-11
130,5811.0,2021-03-22,291.0,7,18.79,131.53,Completed,2022-09-03
131,4088.0,2025-10-12,175.0,4,414.8,1659.2,Completed,2025-12-31
132,9302.0,2020-08-09,380.0,8,366.51,2932.08,Completed,2023-10-25
133,7032.0,2025-09-04,187.0,6,205.45,1232.7,Completed,2025-12-31
134,8141.0,2024-09-02,169.0,9,37.06,333.54,Completed,2025-02-07
135,3574.0,2020-06-08,157.0,8,379.25,3034.0,Completed,2020-10-02
136,7256.0,2021-02-04,334.0,8,212.23,1697.84,Completed,2024-12-10
137,3168.0,2020-04-14,162.0,1,223.91,223.91,Completed,2024-08-19
138,9567.0,2021-08-31,81.0,4,92.83,371.32,Completed,2023-06-20
139,4629.0,2022-08-25,7.0,4,186.92,747.68,Completed,2024-07-21
140,2129.0,2023-09-26,489.0,1,328.98,328.98,Completed,2025-11-17
141,2265.0,2024-05-27,477.0,6,92.03,552.18,Completed,2025-04-13
142,5424.0,2021-05-01,415.0,5,282.27,1411.35,Completed,2024-08-29
143,879.0,2021-07-26,97.0,3,114.32,342.96,Completed,2021-12-26
144,4785.0,2023-09-12,218.0,1,265.4,265.4,Completed,2024-07-29
145,6032.0,2025-01-23,177.0,1,411.39,411.39,Completed,2025-02-12
146,6736.0,2025-04-10,59.0,5,37.77,188.85,Completed,2025-09-15
147,4350.0,2024-01-16,480.0,10,126.97,1269.7,Completed,2025-02-20
148,1822.0,2021-10-17,393.0,2,250.2,500.4,Completed,2025-07-05
149,9783.0,2021-08-27,48.0,8,306.27,2450.16,Completed,2021-09-25
150,6857.0,2020-05-01,167.0,8,332.05,2656.4,Completed,2022-01-21
151,2767.0,2021-09-04,446.0,9,293.85,2644.65,Completed,2025-03-21
152,433.0,2024-04-30,187.0,5,131.06,655.3,Completed,2025-04-26
153,4069.0,2020-01-18,344.0,5,170.09,850.45,Completed,2023-11-11
154,9514.0,2020-07-28,171.0,3,436.44,1309.32,Completed,2022-06-09
155,7024.0,2025-08-08,4.0,8,221.84,1774.72,Completed,2025-10-26
156,3546.0,2021-07-14,119.0,8,187.42,1499.36,Cancelled,
157,9447.0,2020-09-09,371.0,5,306.88,1534.4,Completed,2020-11-07
158,8513.0,2022-09-27,92.0,7,256.68,1796.76,Completed,2023-07-15
159,6949.0,2020-03-12,456.0,3,426.39,1279.17,Completed,2020-11-21
160,9245.0,2024-03-14,228.0,6,306.06,1836.36,Completed,2025-06-25
161,9921.0,2024-11-03,20.0,8,15.57,124.56,Completed,2025-04-26
162,1767.0,2020-06-07,89.0,1,97.21,97.21,Completed,2021-11-06
163,5069.0,2020-05-15,314.0,8,199.21,1593.68,Completed,2022-03-16
164,1877.0,2022-01-16,196.0,2,250.3,500.6,Completed,2023-05-17
165,3789.0,2020-10-24,302.0,10,75.11,751.1,Completed,2025-03-15
166,9985.0,2021-04-05,76.0,1,383.29,383.29,Completed,2023-12-14
167,1394.0,2021-12-10,82.0,7,23.75,166.25,Pending,
168,9163.0,2021-08-18,65.0,9,108.76,978.84,Completed,2025-10-29
169,4584.0,2025-02-02,94.0,1,145.42,145.42,Completed,2025-07-17
170,8045.0,2024-12-27,377.0,3,401.35,1204.05,Cancelled,
171,1019.0,2022-03-03,205.0,3,75.66,226.98,Completed,2022-04-24
172,1297.0,2024-09-22,86.0,10,251.27,2512.7,Completed,2025-02-01
173,6816.0,2024-09-12,361.0,6,228.95,1373.7,Completed,2025-09-26
174,4436.0,2024-07-30,252.0,1,380.87,380.87,Completed,2024-08-18
175,6990.0,2022-12-22,454.0,8,74.26,594.08,Completed,2024-11-22
176,2899.0,2025-03-03,186.0,4,206.61,826.44,Completed,2025-07-09
177,7689.0,2022-12-04,254.0,1,201.48,201.48,Completed,2024-06-14
178,6826.0,2025-05-14,163.0,8,208.88,1671.04,Completed,2025-09-02
179,1416.0,2025-10-06,73.0,9,274.97,2474.73,Cancelled,
180,2510.0,2023-06-08,280.0,3,182.5,547.5,Pending,
181,9810.0,2025-09-30,70.0,3,402.64,1207.92,Completed,2025-10-09
182,6188.0,2021-05-04,132.0,8,16.95,135.6,Completed,2024-02-07
183,1222.0,2025-10-14,331.0,7,19.81,138.67,Completed,2025-12-03
184,8893.0,2020-02-13,264.0,4,38.05,152.2,Completed,2024-08-14
185,6194.0,2025-04-17,157.0,10,377.96,3779.6,Completed,2025-06-29
186,7639.0,2025-11-15,299.0,4,404.42,1617.68,Completed,2025-12-01
187,2188.0,2024-01-18,286.0,4,442.43,1769.72,Completed,2024-10-20
188,1364.0,2024-06-21,430.0,1,42.71,42.71,Completed,2025-03-15
189,9113.0,2025-11-09,11.0,8,6.23,49.84,Completed,2025-12-09
190,20.0,2025-10-08,355.0,7,221.22,1548.54,Completed,2025-11-23
191,2795.0,2025-05-18,21.0,8,293.74,2349.92,Completed,2025-06-01
192,7722.0,2023-03-14,424.0,1,131.82,131.82,Completed,2025-04-15
193,7253.0,2024-04-02,306.0,8,316.23,2529.84,Completed,2025-01-27
194,6755.0,2020-08-07,43.0,6,438.63,2631.78,Pending,
195,9350.0,2020-01-03,474.0,1,305.95,305.95,Pending,
196,1739.0,2024-01-23,255.0,1,328.3,328.3,Pending,
197,788.0,2023-11-26,77.0,5,256.58,1282.9,Completed,2025-08-28
198,3763.0,2021-12-20,361.0,1,41.45,41.45,Cancelled,
199,2821.0,2025-04-11,318.0,6,407.49,2444.94,Completed,2025-12-09
200,4408.0,2025-03-02,332.0,6,289.8,1738.8,Completed,2025-10-04
201,5265.0,2025-01-22,305.0,5,118.21,591.05,Completed,2025-07-18
202,2480.0,2022-11-22,197.0,3,29.99,89.97,Pending,
203,4657.0,2023-12-01,58.0,4,201.16,804.64,Pending,
204,6003.0,2022-02-07,48.0,4,209.07,836.28,Completed,2025-07-15
205,3765.0,2024-12-24,445.0,7,359.32,2515.24,Completed,2025-10-13
206,9961.0,2024-04-02,230.0,9,56.27,506.43,Completed,2025-04-22
207,79.0,2025-12-11,429.0,6,157.86,947.16,Completed,2025-12-25
208,4935.0,2020-07-09,307.0,6,236.83,1420.98,Completed,2022-09-17
209,8458.0,2020-11-18,261.0,5,126.43,632.15,Completed,2023-10-09
210,956.0,2023-10-14,109.0,9,183.34,1650.06,Completed,2023-11-29
211,5825.0,2022-11-12,228.0,5,152.16,760.8,Completed,2025-12-28
212,7156.0,2022-01-18,108.0,5,171.38,856.9,Completed,2022-11-11
213,7232.0,2021-03-23,378.0,2,406.11,812.22,Pending,
214,930.0,2025-10-23,467.0,6,361.3,2167.8,Completed,2025-12-30
215,4101.0,2024-10-03,211.0,9,276.31,2486.79,Completed,2025-10-10
216,5268.0,2022-06-29,306.0,3,38.99,116.97,Completed,2025-09-22
217,6752.0,2025-08-10,61.0,4,28.28,113.12,Completed,2025-09-29
218,4506.0,2025-12-18,355.0,1,395.53,395.53,Pending,
219,2560.0,2024-09-10,76.0,5,73.91,369.55,Completed,2025-05-21
220,2200.0,2023-10-03,5.0,6,136.95,821.7,Completed,2025-05-13
221,8472.0,2025-06-06,446.0,9,389.69,3507.21,Completed,2025-07-12
222,1053.0,2023-02-28,438.0,8,437.43,3499.44,Completed,2024-09-23
223,7322.0,2024-05-02,157.0,1,136.14,136.14,Completed,2025-08-11
224,1699.0,2022-10-29,247.0,8,444.07,3552.56,Completed,2023-04-12
225,4297.0,2020-11-17,221.0,8,86.51,692.08,Completed,2021-02-22
226,4448.0,2021-08-13,177.0,10,375.32,3753.2,Completed,2024-02-12
227,7011.0,2025-08-24,318.0,9,293.83,2644.47,Completed,2025-12-20
228,7711.0,2023-04-15,170.0,5,151.58,757.9,Completed,2024-07-20
229,4832.0,2020-10-10,495.0,4,128.55,514.2,Completed,2024-03-13
230,2232.0,2022-05-22,370.0,7,447.65,3133.55,Completed,2024-03-24
231,9865.0,2022-01-15,223.0,8,153.13,1225.04,Cancelled,
232,9527.0,2022-10-25,107.0,7,403.64,2825.48,Completed,2022-12-19
233,1817.0,2023-02-15,79.0,9,132.42,1191.78,Completed,2024-06-25
234,6913.0,2023-12-02,369.0,7,57.88,405.16,Completed,2024-12-04
235,6711.0,2024-07-04,284.0,3,318.84,956.52,Completed,2025-03-06
236,1018.0,2025-03-21,495.0,1,297.47,297.47,Completed,2025-07-28
237,8495.0,2023-07-18,16.0,4,50.45,201.8,Pending,
238,2139.0,2023-05-11,231.0,4,115.39,461.56,Completed,2024-08-03
239,2888.0,2025-07-08,414.0,2,243.92,487.84,Completed,2025-08-18
240,4658.0,2025-02-13,153.0,6,191.17,1147.02,Completed,2025-04-07
241,2131.0,2020-11-09,321.0,4,246.9,987.6,Pending,
242,8922.0,2022-01-31,434.0,9,407.32,3665.88,Completed,2022-05-08
243,6474.0,2020-11-13,214.0,6,315.14,1890.84,Completed,2024-05-11
244,8367.0,2025-10-04,170.0,7,172.64,1208.48,Completed,2025-11-14
245,4858.0,2025-11-11,41.0,1,78.54,78.54,Completed,2025-12-24
246,8557.0,2023-10-18,91.0,3,38.83,116.49,Completed,2025-08-26
247,8574.0,2024-04-10,361.0,7,264.88,1854.16,Completed,2025-02-27
248,4465.0,2025-11-24,200.0,5,83.14,415.7,Completed,2025-12-04
249,8727.0,2025-01-13,147.0,1,151.11,151.11,Pending,
250,1299.0,2022-06-21,343.0,3,367.45,1102.35,Completed,2025-01-18
251,1494.0,2021-11-17,406.0,4,336.88,1347.52,Completed,2023-01-16
252,7088.0,2024-04-12,484.0,9,199.23,1793.07,Completed,2025-07-09
253,7874.0,2024-05-13,280.0,3,195.23,585.69,Completed,2025-04-24
254,3050.0,2021-08-12,242.0,9,210.93,1898.37,Completed,2021-10-10
255,3985.0,2020-01-26,77.0,9,447.3,4025.7,Completed,2022-08-10
256,4402.0,2020-11-23,225.0,1,185.98,185.98,Completed,2022-03-04
257,3636.0,2023-11-22,137.0,6,218.75,1312.5,Completed,2025-01-30
258,2843.0,2021-06-12,99.0,8,227.37,1818.96,Completed,2021-08-25
259,917.0,2023-09-16,131.0,4,156.15,624.6,Completed,2025-05-06
260,7698.0,2020-09-06,112.0,3,350.3,1050.9,Completed,2024-03-31
261,2074.0,2023-11-11,88.0,8,415.64,3325.12,Pending,
262,2675.0,2022-11-08,404.0,1,344.67,344.67,Cancelled,
263,5425.0,2023-10-15,176.0,5,409.17,2045.85,Completed,2025-10-27
264,3653.0,2025-01-16,297.0,8,293.91,2351.28,Completed,2025-03-10
265,6809.0,2020-10-10,245.0,6,355.98,2135.88,Completed,2025-03-04
266,4678.0,2025-02-28,205.0,4,239.8,959.2,Completed,2025-08-22
267,6228.0,2020-02-11,312.0,5,433.94,2169.7,Completed,2023-01-29
268,7066.0,2022-07-23,256.0,4,88.4,353.6,Completed,2022-12-14
269,2672.0,2023-09-14,146.0,6,242.92,1457.52,Completed,2024-12-05
270,476.0,2024-09-29,6.0,3,111.42,334.26,Completed,2025-03-08
271,9547.0,2023-02-16,431.0,3,192.68,578.04,Pending,
272,6760.0,2023-08-16,13.0,4,31.32,125.28,Completed,2025-08-20
273,774.0,2022-09-30,116.0,10,232.69,2326.9,Completed,2024-02-06
274,8267.0,2021-01-08,256.0,7,68.98,482.86,Completed,2023-01-06
275,6952.0,2020-08-06,282.0,6,401.54,2409.24,Completed,2021-01-08
276,626.0,2020-03-10,277.0,2,167.86,335.72,Completed,2025-04-25
277,4591.0,2022-03-20,429.0,6,184.65,1107.9,Pending,
278,7371.0,2021-11-09,252.0,9,346.29,3116.61,Pending,
279,5223.0,2024-04-09,475.0,6,275.63,1653.78,Completed,2025-04-20
280,7581.0,2023-04-26,357.0,6,432.52,2595.12,Completed,2024-04-11
281,9340.0,2024-02-15,190.0,1,401.51,401.51,Completed,2025-12-10
282,3933.0,2024-05-03,353.0,3,255.6,766.8,Completed,2025-07-30
283,1880.0,2025-10-06,154.0,6,394.52,2367.12,Cancelled,
284,4690.0,2020-10-31,460.0,9,104.79,943.11,Completed,2021-09-24
285,5128.0,2024-02-12,68.0,3,365.01,1095.03,Pending,
286,7425.0,2025-12-09,458.0,9,77.99,701.91,Completed,2025-12-21
287,5134.0,2020-10-01,50.0,10,284.97,2849.7,Completed,2022-06-06
288,6132.0,2023-04-24,252.0,5,147.25,736.25,Pending,
289,3351.0,2021-07-09,21.0,8,285.65,2285.2,Completed,2022-12-27
290,7590.0,2020-04-15,104.0,9,330.14,2971.26,Completed,2023-08-27
291,929.0,2024-01-24,97.0,4,81.67,326.68,Cancelled,
292,2762.0,2023-03-11,378.0,5,9.28,46.4,Completed,2024-04-24
293,7152.0,2023-04-01,120.0,1,261.26,261.26,Pending,
294,1451.0,2020-06-07,422.0,6,324.7,1948.2,Completed,2022-06-01
295,7835.0,2023-07-22,293.0,10,257.84,2578.4,Completed,2024-05-06
296,7839.0,2022-11-01,312.0,2,65.65,131.3,Completed,2024-02-28
297,2521.0,2023-05-23,167.0,7,8.63,60.41,Completed,2025-01-20
298,1425.0,2021-04-11,489.0,4,360.96,1443.84,Completed,2025-05-14
299,3822.0,2025-08-19,135.0,6,215.48,1292.88,Completed,2025-12-07
300,2882.0,2025-03-06,457.0,7,248.35,1738.45,Pending,
301,8087.0,2023-04-04,123.0,3,56.61,169.83,Completed,2023-04-30
302,2711.0,2020-12-19,318.0,4,228.61,914.44,Cancelled,
303,647.0,2023-04-02,48.0,10,387.39,3873.9,Completed,2023-09-15
304,8613.0,2020-07-26,487.0,9,247.54,2227.86,Completed,2020-12-16
305,9477.0,2024-08-15,195.0,5,365.26,1826.3,Completed,2024-10-13
306,9377.0,2020-05-27,56.0,9,73.57,662.13,Completed,2021-06-24
307,5259.0,2022-04-27,201.0,2,201.81,403.62,Completed,2024-09-25
308,6533.0,2020-08-08,251.0,5,438.34,2191.7,Completed,2024-07-02
309,1134.0,2025-06-06,467.0,2,10.05,20.1,Completed,2025-11-29
310,8977.0,2021-01-12,462.0,10,56.24,562.4,Completed,2025-04-23
311,7851.0,2020-05-26,149.0,6,366.85,2201.1,Pending,
312,3919.0,2022-04-23,370.0,3,15.2,45.6,Completed,2023-09-14
313,4464.0,2022-12-15,488.0,10,168.71,1687.1,Pending,
314,8079.0,2022-11-14,40.0,9,216.26,1946.34,Completed,2023-03-12
315,8126.0,2023-11-21,233.0,3,164.36,493.08,Completed,2025-03-05
316,2491.0,2020-11-04,116.0,7,341.38,2389.66,Completed,2023-01-20
317,428.0,2022-03-13,428.0,8,432.06,3456.48,Completed,2022-08-17
318,1521.0,2020-08-12,334.0,6,347.89,2087.34,Completed,2023-01-29
319,508.0,2022-02-08,489.0,10,277.36,2773.6,Completed,2023-04-05
320,991.0,2024-06-22,218.0,8,15.11,120.88,Completed,2025-04-05
321,6597.0,2024-06-13,468.0,7,310.46,2173.22,Completed,2024-10-31
322,4061.0,2025-03-04,112.0,1,18.03,18.03,Completed,2025-08-13
323,8568.0,2020-02-06,420.0,1,263.1,263.1,Completed,2020-11-01
324,4495.0,2020-07-17,336.0,9,192.28,1730.52,Completed,2021-10-02
325,4887.0,2020-05-05,111.0,7,155.25,1086.75,Completed,2025-11-05
326,4804.0,2025-11-25,147.0,9,90.75,816.75,Completed,2025-12-05
327,3988.0,2023-10-04,240.0,10,330.83,3308.3,Completed,2025-02-19
328,3056.0,2025-11-18,73.0,6,411.43,2468.58,Completed,2025-11-27
329,6125.0,2023-10-15,282.0,5,163.45,817.25,Cancelled,
330,1845.0,2021-04-13,109.0,10,429.89,4298.9,Completed,2022-06-26
331,5093.0,2021-11-07,266.0,4,195.62,782.48,Completed,2023-01-03
332,8976.0,2025-06-26,364.0,4,181.39,725.56,Completed,2025-12-05
333,3155.0,2022-09-12,75.0,9,12.56,113.04,Completed,2024-01-07
334,6738.0,2024-12-03,131.0,6,235.9,1415.4,Completed,2025-04-22
335,8475.0,2025-05-18,221.0,5,48.73,243.65,Completed,2025-11-30
336,1448.0,2020-06-07,67.0,7,106.45,745.15,Completed,2022-05-14
337,2764.0,2024-12-16,295.0,8,182.84,1462.72,Completed,2025-06-17
338,8412.0,2020-01-20,155.0,9,51.03,459.27,Completed,2023-01-27
339,4147.0,2020-11-21,410.0,6,200.54,1203.24,Completed,2024-11-07
340,5106.0,2022-05-27,365.0,7,401.78,2812.46,Pending,
341,8832.0,2021-04-29,196.0,2,141.58,283.16,Completed,2022-06-09
342,6145.0,2020-12-31,39.0,9,275.37,2478.33,Completed,2025-03-12
343,363.0,2023-09-25,401.0,6,156.2,937.2,Completed,2024-10-17
344,5745.0,2022-11-23,466.0,3,334.98,1004.94,Completed,2024-04-11
345,6223.0,2022-11-12,260.0,4,227.43,909.72,Pending,
346,4374.0,2020-04-21,414.0,4,134.08,536.32,Completed,2023-05-12
347,5158.0,2023-10-16,144.0,10,162.61,1626.1,Completed,2024-12-23
348,470.0,2022-08-03,5.0,1,383.8,383.8,Pending,
349,6778.0,2021-07-17,330.0,3,225.96,677.88,Completed,2022-10-11
350,8564.0,2025-04-15,193.0,5,310.71,1553.55,Completed,2025-11-28
351,3403.0,2025-12-12,200.0,4,243.11,972.44,Completed,2025-12-13
352,9518.0,2025-01-21,167.0,1,441.03,441.03,Completed,2025-06-02
353,482.0,2020-12-14,400.0,7,308.92,2162.44,Completed,2021-02-19
354,8907.0,2020-10-12,59.0,4,188.28,753.12,Completed,2022-03-27
355,316.0,2023-01-31,124.0,9,284.62,2561.58,Completed,2024-02-21
356,7764.0,2025-03-13,417.0,1,11.94,11.94,Completed,2025-11-17
357,9346.0,2023-10-05,170.0,2,140.67,281.34,Completed,2024-10-02
358,4180.0,2024-05-04,146.0,7,261.35,1829.45,Completed,2024-07-29
359,7799.0,2023-12-19,432.0,7,63.04,441.28,Completed,2025-05-14
360,128.0,2020-02-19,496.0,2,189.63,379.26,Cancelled,
361,1096.0,2025-01-04,332.0,4,125.55,502.2,Completed,2025-12-09
